run_id,k_si,n_si,pte_8,pte_8_error,pte_4,pte_4_error
62,0.5202020202020202,0.6111111111111112,0.00342,0.00018493242008906928,0.00243,0.00015588457268119897
63,0.5202020202020202,0.6296296296296297,0.00339,0.00018411952639521968,0.00241,0.00015524174696260025
64,0.5202020202020202,0.6481481481481481,0.00335,0.00018303005217723125,0.00236,0.00015362291495737217
65,0.5202020202020202,0.6666666666666666,0.00328,0.00018110770276274834,0.0023,0.000151657508881031
66,0.5202020202020202,0.6851851851851851,0.00325,0.00018027756377319947,0.00226,0.00015033296378372908
67,0.5202020202020202,0.7037037037037037,0.00317,0.00017804493814764857,0.0022,0.00014832396974191327
68,0.5202020202020202,0.7222222222222222,0.00316,0.00017776388834631177,0.0022,0.00014832396974191327
69,0.5202020202020202,0.7407407407407407,0.00312,0.00017663521732655694,0.00218,0.000147648230602334
70,0.5202020202020202,0.7592592592592593,0.00306,0.000174928556845359,0.00211,0.0001452583904633395
71,0.5202020202020202,0.7777777777777778,0.00303,0.0001740689518552921,0.0021,0.00014491376746189437
72,0.5202020202020202,0.7962962962962963,0.003,0.00017320508075688776,0.00209,0.00014456832294800962
73,0.5202020202020202,0.8148148148148148,0.00298,0.0001726267650163207,0.00209,0.00014456832294800962
74,0.5202020202020202,0.8333333333333333,0.00293,0.0001711724276862369,0.00207,0.0001438749456993816
75,0.5202020202020202,0.8518518518518519,0.00288,0.0001697056274847714,0.00205,0.00014317821063276353
76,0.5202020202020202,0.8703703703703703,0.00283,0.0001682260384126072,0.002,0.0001414213562373095
77,0.5202020202020202,0.8888888888888888,0.00278,0.00016673332000533066,0.00195,0.0001396424004376894
78,0.5202020202020202,0.9074074074074074,0.00271,0.0001646207763315433,0.00193,0.00013892443989449804
79,0.5202020202020202,0.9259259259259259,0.00269,0.00016401219466856726,0.0019,0.00013784048752090222
80,0.5202020202020202,0.9444444444444444,0.00266,0.0001630950643030009,0.00187,0.00013674794331177344
81,0.5202020202020202,0.9629629629629629,0.0026,0.00016124515496597098,0.00185,0.00013601470508735444
82,0.5202020202020202,0.9814814814814814,0.00256,0.00016,0.00183,0.00013527749258468682
83,0.5202020202020202,1.0,0.00251,0.0001584297951775486,0.0018,0.00013416407864998739
84,0.5202020202020202,1.0185185185185186,0.00248,0.00015748015748023623,0.00177,0.0001330413469565007
85,0.5202020202020202,1.037037037037037,0.00247,0.0001571623364550171,0.00176,0.00013266499161421598
86,0.5202020202020202,1.0555555555555556,0.00241,0.00015524174696260025,0.00173,0.00013152946437965904
87,0.5202020202020202,1.074074074074074,0.00233,0.00015264337522473748,0.00171,0.00013076696830622021
88,0.5202020202020202,1.0925925925925926,0.00228,0.000150996688705415,0.0017,0.00013038404810405298
89,0.5202020202020202,1.1111111111111112,0.00224,0.00014966629547095766,0.00168,0.0001296148139681572
90,0.5202020202020202,1.1296296296296295,0.00217,0.00014730919862656234,0.00166,0.00012884098726725126
91,0.5202020202020202,1.1481481481481481,0.00215,0.0001466287829861518,0.00166,0.00012884098726725126
92,0.5202020202020202,1.1666666666666665,0.00211,0.0001452583904633395,0.00163,0.00012767145334803705
93,0.5202020202020202,1.1851851851851851,0.00209,0.00014456832294800962,0.00162,0.00012727922061357857
94,0.5202020202020202,1.2037037037037037,0.00208,0.00014422205101855958,0.00161,0.0001268857754044952
95,0.5202020202020202,1.2222222222222223,0.00206,0.00014352700094407323,0.0016,0.00012649110640673518
96,0.5202020202020202,1.2407407407407407,0.00204,0.00014282856857085702,0.0016,0.00012649110640673518
97,0.5202020202020202,1.259259259259259,0.00201,0.00014177446878757826,0.00156,0.00012489995996796798
